Line,num_parallel,v_nom,bus0,bus1,length,dc,carrier,type,s_max_pu,s_nom,underwater_fraction,v_nom_raw,x,r,g,b,s_nom_mod,s_nom_extendable,s_nom_min,s_nom_max,capital_cost,build_year,lifetime,terrain_factor,v_ang_min,v_ang_max,sub_network,x_pu,r_pu,g_pu,b_pu,x_pu_eff,r_pu_eff,s_nom_opt,s_nom_pu
32,1.0,230.0,53,32,13.596009160479209,False,AC,Al/St 240/40 2-bundle 220.0,0.7,513.8994746056859,0.0,230.0,4.092398757304242,0.8157605496287526,0.0,5.339140312087627e-05,0.0,False,0.0,inf,0.0,0,inf,1.0,-inf,inf,0,7.736103510972102e-05,1.5420804340808176e-05,0.0,2.8244052250943548,7.736103510972102e-05,1.5420804340808176e-05,513.8994746056859,1.0
33,1.0,230.0,48,32,50.13449151610686,False,AC,Al/St 240/40 2-bundle 220.0,0.7,513.8994746056859,0.0,230.0,15.090481946348165,3.008069490966412,0.0,0.00019687768779807645,0.0,False,0.0,inf,0.0,0,inf,1.0,-inf,inf,0,0.0002852643090046912,5.6863317409573005e-05,0.0,10.414829684518244,0.0002852643090046912,5.6863317409573005e-05,513.8994746056859,1.0
34,2.0,230.0,115,17,26.47434893383385,False,AC,Al/St 240/40 2-bundle 220.0,0.7,1027.7989492113718,0.0,230.0,3.984389514541994,0.7942304680150154,0.0,0.000207929050297763,0.0,False,0.0,inf,0.0,0,inf,1.0,-inf,inf,0,7.531927248661614e-05,1.5013808469092918e-05,0.0,10.999446760751663,7.531927248661614e-05,1.5013808469092918e-05,1027.7989492113718,1.0
35,2.0,138.0,102,33,113.55424345045137,False,AC,243-AL1/39-ST1A 20.0,0.7,308.3396847634115,0.0,138.0,18.16867895207222,6.745122060956811,0.0,0.0007848305894173468,0.0,False,0.0,inf,0.0,0,inf,1.0,-inf,inf,0,0.000954036911997071,0.0003541862035789126,0.0,14.946313744863952,0.000954036911997071,0.0003541862035789126,308.3396847634115,1.0
36,1.0,138.0,80,77,7.165097676698199,False,AC,243-AL1/39-ST1A 20.0,0.7,154.16984238170576,0.0,138.0,2.292831256543424,0.8512136039917461,0.0,2.476080004570519e-05,0.0,False,0.0,inf,0.0,0,inf,1.0,-inf,inf,0,0.00012039651630662802,4.469720667883565e-05,0.0,0.4715446760704097,0.00012039651630662802,4.469720667883565e-05,154.16984238170576,1.0
40,2.0,138.0,80,56,91.48287295263945,False,AC,243-AL1/39-ST1A 20.0,0.7,308.3396847634115,0.0,138.0,14.637259672422314,5.434082653386784,0.0,0.0006322842275140611,0.0,False,0.0,inf,0.0,0,inf,1.0,-inf,inf,0,0.0007686021672139421,0.000285343554578176,0.0,12.04122082877778,0.0007686021672139421,0.000285343554578176,308.3396847634115,1.0
41,2.0,230.0,22,78,113.68760365317644,False,AC,Al/St 240/40 2-bundle 220.0,0.7,1027.7989492113718,0.0,230.0,17.109984349803053,3.410628109595293,0.0,0.0008929003511026182,0.0,False,0.0,inf,0.0,0,inf,1.0,-inf,inf,0,0.00032344015784126754,6.447312116437227e-05,0.0,47.2344285733285,0.00032344015784126754,6.447312116437227e-05,1027.7989492113718,1.0
45,2.0,230.0,32,25,175.2446726009033,False,AC,Al/St 240/40 2-bundle 220.0,0.7,1027.7989492113718,0.0,230.0,26.374323226435944,5.257340178027099,0.0,0.001376368440059366,0.0,False,0.0,inf,0.0,0,inf,1.0,-inf,inf,0,0.0004985694371727021,9.938261206100376e-05,0.0,72.80989047914045,0.0004985694371727021,9.938261206100376e-05,1027.7989492113718,1.0
46,1.0,138.0,3,145,60.11198063250673,False,AC,243-AL1/39-ST1A 20.0,0.7,154.16984238170576,0.0,138.0,19.235833802402155,7.1413032991418,0.0,0.00020773209242259656,0.0,False,0.0,inf,0.0,0,inf,1.0,-inf,inf,0,0.0010100731885319342,0.0003749896712424806,0.0,3.956049968095929,0.0010100731885319342,0.0003749896712424806,154.16984238170576,1.0
47,1.0,138.0,58,145,48.43713682142709,False,AC,243-AL1/39-ST1A 20.0,0.7,154.16984238170576,0.0,138.0,15.499883782856669,5.754331854385538,0.0,0.0001673867285190309,0.0,False,0.0,inf,0.0,0,inf,1.0,-inf,inf,0,0.0008138985393224464,0.0003021598327234582,0.0,3.1877128579164244,0.0008138985393224464,0.0003021598327234582,154.16984238170576,1.0
50,2.0,230.0,103,264,102.3785983276744,False,AC,Al/St 240/40 2-bundle 220.0,0.7,1027.7989492113718,0.0,230.0,15.407979048314996,3.0713579498302317,0.0,0.0008040796309776055,0.0,False,0.0,inf,0.0,0,inf,1.0,-inf,inf,0,0.0002912661445806237,5.8059696594144266e-05,0.0,42.535812478715336,0.0002912661445806237,5.8059696594144266e-05,1027.7989492113718,1.0
51,2.0,230.0,123,100,55.7234527751664,False,AC,Al/St 240/40 2-bundle 220.0,0.7,1027.7989492113718,0.0,230.0,8.386379642662543,1.671703583254992,0.0,0.0004376509746778014,0.0,False,0.0,inf,0.0,0,inf,1.0,-inf,inf,0,0.0001585326964586492,3.1601201951890206e-05,0.0,23.151736560455696,0.0001585326964586492,3.1601201951890206e-05,1027.7989492113718,1.0
52,2.0,138.0,106,33,12.428012960467765,False,AC,243-AL1/39-ST1A 20.0,0.7,308.3396847634115,0.0,138.0,1.9884820736748423,0.7382239698517853,0.0,8.589625927371339e-05,0.0,False,0.0,inf,0.0,0,inf,1.0,-inf,inf,0,0.00010441514774600096,3.8764123600702864e-05,0.0,1.6358083616085977,0.00010441514774600096,3.8764123600702864e-05,308.3396847634115,1.0
54,2.0,230.0,45,87,67.19382845837661,False,AC,Al/St 240/40 2-bundle 220.0,0.7,1027.7989492113718,0.0,230.0,10.11267118298568,2.0158148537512983,0.0,0.000527739094628522,0.0,False,0.0,inf,0.0,0,inf,1.0,-inf,inf,0,0.00019116580686173308,3.8106140902671045e-05,0.0,27.91739810584881,0.00019116580686173308,3.8106140902671045e-05,1027.7989492113718,1.0
58,1.0,138.0,128,91,21.79059747491316,False,AC,243-AL1/39-ST1A 20.0,0.7,154.16984238170576,0.0,138.0,6.972991191972211,2.5887229800196834,0.0,7.530289903897142e-05,0.0,False,0.0,inf,0.0,0,inf,1.0,-inf,inf,0,0.00036615160638375397,0.00013593378386996866,0.0,1.4340684092981717,0.00036615160638375397,0.00013593378386996866,154.16984238170576,1.0
59,1.0,138.0,7,91,22.84406459663797,False,AC,243-AL1/39-ST1A 20.0,0.7,154.16984238170576,0.0,138.0,7.31010067092415,2.713874874080591,0.0,7.894342006642138e-05,0.0,False,0.0,inf,0.0,0,inf,1.0,-inf,inf,0,0.0003838532173348115,0.0001425055069355488,0.0,1.5033984917449288,0.0003838532173348115,0.0001425055069355488,154.16984238170576,1.0
