Line,num_parallel,v_nom,bus0,bus1,length,dc,carrier,type,s_max_pu,s_nom,underwater_fraction,v_nom_raw,x,r,g,b,s_nom_mod,s_nom_extendable,s_nom_min,s_nom_max,capital_cost,build_year,lifetime,terrain_factor,v_ang_min,v_ang_max,sub_network,x_pu,r_pu,g_pu,b_pu,x_pu_eff,r_pu_eff,s_nom_opt,s_nom_pu
13,2.0,138.0,11,68,31.55288292051829,False,AC,243-AL1/39-ST1A 20.0,0.7,308.3396847634115,0.0,138.0,5.048461267282926,1.8742412454787865,0.0,0.00021807787140189406,0.0,False,0.0,inf,0.0,0,inf,1.0,-inf,inf,0,0.0002650945845034093,9.841636449689069e-05,0.0,4.15307498297767,0.0002650945845034093,9.841636449689069e-05,308.3396847634115,1.0
14,1.0,138.0,11,14,7.669817839015075,False,AC,243-AL1/39-ST1A 20.0,0.7,154.16984238170576,0.0,138.0,2.454341708484824,0.911174359274991,0.0,2.6504987715163875e-05,0.0,False,0.0,inf,0.0,0,inf,1.0,-inf,inf,0,0.0001288774264064705,4.7845744553402175e-05,0.0,0.5047609860475808,0.0001288774264064705,4.7845744553402175e-05,154.16984238170576,1.0
16,1.0,138.0,95,196,86.62236939393556,False,AC,243-AL1/39-ST1A 20.0,0.7,154.16984238170576,0.0,138.0,27.71915820605938,10.290737483999544,0.0,0.00029934541925698223,0.0,False,0.0,inf,0.0,0,inf,1.0,-inf,inf,0,0.001455532356965941,0.0005403663875236056,0.0,5.70073416432997,0.001455532356965941,0.0005403663875236056,154.16984238170576,1.0
17,2.0,230.0,107,22,43.545573516763476,False,AC,Al/St 240/40 2-bundle 220.0,0.7,1027.7989492113718,0.0,230.0,6.553608814272903,1.3063672055029043,0.0,0.000342006134641546,0.0,False,0.0,inf,0.0,0,inf,1.0,-inf,inf,0,0.00012388674507132143,2.4695032240130518e-05,0.0,18.092124522537784,0.00012388674507132143,2.4695032240130518e-05,1027.7989492113718,1.0
18,2.0,138.0,24,60,14.011811313323278,False,AC,243-AL1/39-ST1A 20.0,0.7,308.3396847634115,0.0,138.0,2.2418898101317244,0.8323015920114027,0.0,9.684268766793008e-05,0.0,False,0.0,inf,0.0,0,inf,1.0,-inf,inf,0,0.00011772158213252072,4.370413736669832e-05,0.0,1.8442721439480605,0.00011772158213252072,4.370413736669832e-05,308.3396847634115,1.0
20,2.0,230.0,25,103,42.89917821907506,False,AC,Al/St 240/40 2-bundle 220.0,0.7,1027.7989492113718,0.0,230.0,6.4563263219707965,1.2869753465722518,0.0,0.0003369293578452137,0.0,False,0.0,inf,0.0,0,inf,1.0,-inf,inf,0,0.00012204775655899426,2.4328456456942378e-05,0.0,17.823563030011805,0.00012204775655899426,2.4328456456942378e-05,1027.7989492113718,1.0
21,2.0,230.0,103,158,40.554188934436176,False,AC,Al/St 240/40 2-bundle 220.0,0.7,1027.7989492113718,0.0,230.0,6.103405434632644,1.2166256680330851,0.0,0.000318511855071793,0.0,False,0.0,inf,0.0,0,inf,1.0,-inf,inf,0,0.00011537628420855659,2.299859485884849e-05,0.0,16.84927713329785,0.00011537628420855659,2.299859485884849e-05,1027.7989492113718,1.0
22,1.0,138.0,30,51,51.53311733717505,False,AC,243-AL1/39-ST1A 20.0,0.7,154.16984238170576,0.0,138.0,16.490597547896016,6.122134339656396,0.0,0.00017808566912735492,0.0,False,0.0,inf,0.0,0,inf,1.0,-inf,inf,0,0.0008659208962348255,0.000321473132727179,0.0,3.3914634828613472,0.0008659208962348255,0.000321473132727179,154.16984238170576,1.0
25,2.0,138.0,28,256,52.47913581836771,False,AC,243-AL1/39-ST1A 20.0,0.7,308.3396847634115,0.0,138.0,8.396661730938833,3.117260667611042,0.0,0.00036270974861819495,0.0,False,0.0,inf,0.0,0,inf,1.0,-inf,inf,0,0.0004409085134918522,0.00016368728563385013,0.0,6.907444452684905,0.0004409085134918522,0.00016368728563385013,308.3396847634115,1.0
26,2.0,138.0,256,4,8.294594029031812,False,AC,243-AL1/39-ST1A 20.0,0.7,308.3396847634115,0.0,138.0,1.3271350446450898,0.49269888532448963,0.0,5.7328118465455426e-05,0.0,False,0.0,inf,0.0,0,inf,1.0,-inf,inf,0,6.968783053166823e-05,2.5871607084881833e-05,0.0,1.0917566880561331,6.968783053166823e-05,2.5871607084881833e-05,308.3396847634115,1.0
27,2.0,230.0,12,1,42.932853058464524,False,AC,Al/St 240/40 2-bundle 220.0,0.7,1027.7989492113718,0.0,230.0,6.46139438529891,1.2879855917539356,0.0,0.0003371938394153056,0.0,False,0.0,inf,0.0,0,inf,1.0,-inf,inf,0,0.00012214356115876958,2.434755371935606e-05,0.0,17.837554105069668,0.00012214356115876958,2.434755371935606e-05,1027.7989492113718,1.0
28,2.0,230.0,1,197,126.2164685852379,False,AC,Al/St 240/40 2-bundle 220.0,0.7,1027.7989492113718,0.0,230.0,18.995578522078304,3.786494057557137,0.0,0.000991301826173576,0.0,False,0.0,inf,0.0,0,inf,1.0,-inf,inf,0,0.00035908466015270894,7.157833757196856e-05,0.0,52.439866604582164,0.00035908466015270894,7.157833757196856e-05,1027.7989492113718,1.0
30,1.0,138.0,28,36,74.94704997853668,False,AC,243-AL1/39-ST1A 20.0,0.7,154.16984238170576,0.0,138.0,23.98305599313174,8.903709537450158,0.0,0.0002589984117828777,0.0,False,0.0,inf,0.0,0,inf,1.0,-inf,inf,0,0.0012593497160854725,0.00046753358209673167,0.0,4.932365753993123,0.0012593497160854725,0.00046753358209673167,154.16984238170576,1.0
31,2.0,230.0,32,53,15.30008132050289,False,AC,Al/St 240/40 2-bundle 220.0,0.7,1027.7989492113718,0.0,230.0,2.3026622387356848,0.4590024396150867,0.0,0.00012016655768954576,0.0,False,0.0,inf,0.0,0,inf,1.0,-inf,inf,0,4.3528586743585725e-05,8.676794699718085e-06,0.0,6.356810901776971,4.3528586743585725e-05,8.676794699718085e-06,1027.7989492113718,1.0
